순위,시즌,대회,대회명,경기번호,일자,홈팀,상대,경기결과,경기장,관중수,원정팀,비고
219,2023,K리그1,하나원큐 K리그1 2023,102,2023/06/07,강원,대전,1 : 2,춘천 송암,"2,840",152,
220,2023,K리그1,하나원큐 K리그1 2023,20,2023/03/18,광주,인천,5 : 0,광주 전용,"2,812",417,주말
221,2023,K리그1,하나원큐 K리그1 2023,65,2023/05/06,수원FC,강원,2 : 0,수원 종합,"2,749",373,주말
222,2023,K리그1,하나원큐 K리그1 2023,224,2023/12/02,수원FC,제주,1 : 1,수원 종합,"2,602",206,주말
223,2023,K리그1,하나원큐 K리그1 2023,35,2023/04/09,강원,제주,0 : 1,춘천 송암,"2,581",53,주말
224,2023,K리그1,하나원큐 K리그1 2023,52,2023/04/26,광주,제주,0 : 1,광주 전용,"2,143",54,
225,2023,K리그1,하나원큐 K리그1 2023,141,2023/07/22,수원FC,광주,0 : 1,수원 종합,"2,083",209,주말
226,2023,K리그1,하나원큐 K리그1 2023,100,2023/06/07,광주,수원,2 : 1,광주 전용,"1,871",307,
227,2023,K리그1,하나원큐 K리그1 2023,54,2023/04/26,수원FC,대구,1 : 1,수원 종합,"1,870",221,
228,2023,K리그1,하나원큐 K리그1 2023,88,2023/05/28,수원FC,광주,0 : 2,수원 종합,"1,605",125,주말
