BASE_DE,BASE_YEAR,BASE_MT,BASE_DAY,CTPRVN_CD,CTPRVN_NM,KLEA_VIEWNG_NMPR_CO,KBO_VIEWNG_NMPR_CO,KBL_VIEWNG_NMPR_CO,WKBL_VIEWNG_NMPR_CO,KOVO_VIEWNG_NMPR_CO,SPORTS_VIEWNG_NMPR_CO,KLEA_MATCH_CO,KBO_MATCH_CO,KBL_MATCH_CO,WKBL_MATCH_CO,KOVO_MATCH_CO,SPORTS_MATCH_CO,COLCT_DE,UPDT_DE
"2025"0419,"2025",04,19,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0419,"2025",04,19,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0420,"2025",04,20,11,서울,0.00000,91827.00000,0.00000,0.00000,0.00000,91827.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0420,"2025",04,20,28,인천,0.00000,69000.00000,0.00000,0.00000,0.00000,69000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0420,"2025",04,20,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0420,"2025",04,20,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0422,"2025",04,22,11,서울,0.00000,59250.00000,0.00000,0.00000,0.00000,59250.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0422,"2025",04,22,41,경기,0.00000,16491.00000,0.00000,0.00000,0.00000,16491.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0423,"2025",04,23,26,부산,0.00000,58128.00000,0.00000,0.00000,0.00000,58128.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0423,"2025",04,23,27,대구,0.00000,66771.00000,0.00000,0.00000,0.00000,66771.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0423,"2025",04,23,11,서울,0.00000,73887.00000,4010.00000,0.00000,0.00000,77897.00000,0,6,1,0,0,7,"20250715","20250715"
"2025"0423,"2025",04,23,41,경기,5592.00000,22743.00000,0.00000,0.00000,0.00000,28335.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0424,"2025",04,24,26,부산,0.00000,68007.00000,0.00000,0.00000,0.00000,68007.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0424,"2025",04,24,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0424,"2025",04,24,11,서울,0.00000,81045.00000,0.00000,0.00000,0.00000,81045.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0424,"2025",04,24,41,경기,0.00000,23445.00000,0.00000,0.00000,0.00000,23445.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0425,"2025",04,25,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0425,"2025",04,25,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0425,"2025",04,25,11,서울,0.00000,71250.00000,4870.00000,0.00000,0.00000,76120.00000,0,3,1,0,0,4,"20250715","20250715"
"2025"0425,"2025",04,25,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0425,"2025",04,25,28,인천,0.00000,36420.00000,0.00000,0.00000,0.00000,36420.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0426,"2025",04,26,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0426,"2025",04,26,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0426,"2025",04,26,11,서울,3383.00000,71250.00000,0.00000,0.00000,0.00000,74633.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0426,"2025",04,26,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0426,"2025",04,26,28,인천,0.00000,55923.00000,0.00000,0.00000,0.00000,55923.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0427,"2025",04,27,30,대전,9412.00000,51000.00000,0.00000,0.00000,0.00000,60412.00000,1,3,0,0,0,4,"20250715","20250715"
"2025"0427,"2025",04,27,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0427,"2025",04,27,11,서울,0.00000,71250.00000,0.00000,0.00000,0.00000,71250.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0427,"2025",04,27,27,대구,0.00000,72000.00000,0.00000,0.00000,0.00000,72000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0427,"2025",04,27,28,인천,0.00000,49266.00000,0.00000,0.00000,0.00000,49266.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0429,"2025",04,29,11,서울,0.00000,82023.00000,0.00000,0.00000,0.00000,82023.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0429,"2025",04,29,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0429,"2025",04,29,29,광주,0.00000,31725.00000,0.00000,0.00000,0.00000,31725.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0429,"2025",04,29,28,인천,0.00000,46443.00000,0.00000,0.00000,0.00000,46443.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0430,"2025",04,30,11,서울,0.00000,94575.00000,0.00000,0.00000,0.00000,94575.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0430,"2025",04,30,30,대전,0.00000,51000.00000,0.00000,0.00000,0.00000,51000.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0430,"2025",04,30,29,광주,0.00000,45417.00000,0.00000,0.00000,0.00000,45417.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0430,"2025",04,30,28,인천,0.00000,56994.00000,0.00000,0.00000,0.00000,56994.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0501,"2025",05,01,11,서울,0.00000,107649.00000,0.00000,0.00000,0.00000,107649.00000,0,6,0,0,0,6,"20250715","20250715"
"2025"0501,"2025",05,01,28,인천,0.00000,68979.00000,0.00000,0.00000,0.00000,68979.00000,0,3,0,0,0,3,"20250715","20250715"
"2025"0502,"2025",05,02,29,광주,0.00000,61500.00000,0.00000,0.00000,0.00000,61500.00000,0,3,0,0,0,3,"20250715","20250715"
