MATCH_DE,BASE_YEAR,BASE_MT,BASE_DAY,GRP_NM,LEA_NM,HOME_TEAM_NM,AWAY_TEAM_NM,STDM_NM,SPORTS_VIEWNG_NMPR_CO,COLCT_DE,UPDT_DE
20250116,2025,01,16,프로스포츠,KBL,대구 한국가스공사,,대구,2081.00000,20250715,20250715
20250128,2025,01,28,프로스포츠,KBL,대구 한국가스공사,,대구,3429.00000,20250715,20250715
20250201,2025,02,01,프로스포츠,KBL,대구 한국가스공사,,대구,3252.00000,20250715,20250715
20250202,2025,02,02,프로스포츠,KBL,대구 한국가스공사,,대구,3152.00000,20250715,20250715
20250209,2025,02,09,프로스포츠,KBL,대구 한국가스공사,,대구,3475.00000,20250715,20250715
20250307,2025,03,07,프로스포츠,KBL,대구 한국가스공사,,대구,2063.00000,20250715,20250715
20250312,2025,03,12,프로스포츠,KBL,대구 한국가스공사,,대구,1404.00000,20250715,20250715
20250315,2025,03,15,프로스포츠,KBL,대구 한국가스공사,,대구,3076.00000,20250715,20250715
20250317,2025,03,17,프로스포츠,KBL,대구 한국가스공사,,대구,1203.00000,20250715,20250715
20250322,2025,03,22,프로스포츠,KBL,대구 한국가스공사,,대구,2207.00000,20250715,20250715
20250330,2025,03,30,프로스포츠,KBL,대구 한국가스공사,,대구,2399.00000,20250715,20250715
20250405,2025,04,05,프로스포츠,KBL,대구 한국가스공사,,대구,2174.00000,20250715,20250715
20250408,2025,04,08,프로스포츠,KBL,대구 한국가스공사,,대구,1709.00000,20250715,20250715
20250416,2025,04,16,프로스포츠,KBL,대구 한국가스공사,,대구,2646.00000,20250715,20250715
20250418,2025,04,18,프로스포츠,KBL,대구 한국가스공사,,대구,2780.00000,20250715,20250715
